1,52694
2,52793
3,52695
4,52696
5,52697
6,52698
7,52794
8,52699
9,52795
10,52700
11,52796
12,52797
13,52701
14,52702
15,52798
16,52703
17,52799
18,52704
19,52800
20,52705
21,52801
22,52706
23,52802
24,52707
25,52803
26,52804
27,52708
28,52805
29,52709
30,52806
31,52712
32,52807
33,52808
34,52713
35,52809
36,52810
37,52714
38,52811
39,52715
40,52812
41,52716
42,52813
43,52717
44,52718
45,52814
46,52719
47,52815
48,52720
49,52816
50,52721
51,52817
52,52722
53,52818
54,52723
55,52819
56,52724
57,52820
58,52725
59,52821
60,52726
61,52822
62,52727
63,52823
64,52728
65,52729
66,52730
67,52731
68,52732
69,52733
70,52734
71,52735
72,52736
73,52737
74,52738
75,52739
76,52740
77,52741
78,52742
79,52743
80,52744
81,52745
82,52746
83,52747
84,52748
85,52749
86,52750
87,52751
88,52752
89,52753
90,52754
91,52755
92,52756
93,52757
94,52758
95,52759
96,52760
97,52761
98,52762
99,52763
100,52764
101,52765
102,52766
103,52767
104,52768
105,52769
106,52770
107,52771
108,52772
109,52773
110,52774
111,52775
112,52776
113,52777
114,52778
115,52779
116,52780
117,52781
118,52782
119,52783
120,52784
121,52785
122,52786
123,52787
124,52788
125,52789
126,52790
127,52791
128,57663
129,57664
130,57665
131,57666
132,57667
133,57668
134,57669
135,57670
136,57671
137,57672
138,57673
139,57674
140,57675
141,57676
142,57677
143,57678
144,57679
145,57680
146,57681
147,57682
148,57683
149,57684
150,57685
151,57686
152,57687
153,57688
154,57689
155,57690
156,57691
157,57692
158,57693
159,57694
160,57695
161,57696
162,57697
163,57698
164,57699
165,57700
166,57701
167,57702
168,57703
169,57704
170,57705
171,57706
172,57707
173,57708
174,57709
175,57710
176,57711
177,57712
178,60668
179,60669
180,60670
181,60671
182,60672
183,60673
184,60674
185,60675
186,60676
187,60677
188,60678
189,60679
190,60680
191,60681
192,60682
193,60683
194,60684
195,60685
196,60686
197,60687
198,60688
199,60689
200,60690
201,60691
202,60692
203,60693
204,60694
205,60695
206,60696
207,60697
208,60698
209,60699
210,60700
211,60701
212,60702
213,60703
214,60704
215,60705
216,60706
217,60707
218,60708
219,60709
220,60710
221,60711
222,60712
223,60713
224,60714
225,60715
226,60716
227,60717
228,60718
229,60719
230,60720
231,60721
232,60722
233,60723
234,60724
235,60725
236,60726
237,60727
238,60728
239,62908
240,62951
241,62909
242,62952
243,62910
244,62953
245,62911
246,62954
247,62912
248,62913
249,62955
250,62914
251,62956
252,62957
253,62915
254,62958
255,62916
256,62959
257,62917
258,62960
259,62918
260,62961
261,62919
262,62920
263,62962
264,62921
265,62963
266,62922
267,62964
268,62923
269,62965
270,62966
271,63138
272,62967
273,63139
274,62968
275,63140
276,62969
277,62970
278,63141
281,62972
283,62973
279,62971
280,63142
282,63143
285,62974
286,63145
376,64834
378,64835
379,64856
559,71003
560,70508
561,71320
562,71321
563,71322
564,71323
565,71324
566,71325
567,71326
568,71327
569,71328
570,71329
1573,76792
1574,76406
1575,76793
1576,76407
1577,76794
1578,76408
1579,76795
1580,76409
284,63144
287,62975
288,62976
289,62977
290,62978
291,62979
292,62980
293,62981
294,62982
295,62984
296,62985
297,62986
298,62987
299,62988
300,62989
301,62990
302,62991
303,62992
304,62993
305,62994
306,63213
307,63214
308,63215
309,63216
310,63217
311,63218
312,63219
313,63220
314,63221
315,63222
316,63223
317,63224
318,63225
319,63226
320,63227
321,63228
322,63229
323,63230
324,63231
325,63232
326,63233
327,63234
328,63235
329,63236
330,63237
331,63238
332,63239
333,63240
334,63241
335,63242
336,63243
337,63244
338,63245
339,63246
340,63247
341,63248
342,63249
343,63250
344,63251
345,63252
346,63253
347,63254
348,63255
349,63256
350,63257
351,63258
352,63259
353,63260
354,63261
355,63262
356,63263
357,63264
358,63265
359,63266
360,63267
361,63268
362,63269
363,63270
